,rank,category,name,price,product_id,isRocket,discount_percentage,rating,rating_total_count,is_out_of_stock,brand_name,shopping_fee,reviews_for_last1year,사이즈,색상,소재,재질,팔걸이,등받이,종류,인테리어
752,1047,184634,"에이블루 커블체어 컴피 교정의자 자세교정 좌식의자, 레드",39090,1198325781,False,0,4.0,101.0,False,에이블루,0,97.0,NULL,NULL,패브릭,NULL,팔걸이없음,NULL,좌식의자,NULL
753,1049,184634,"리앳홈 라노떼 다용도 원목 직사각 스툴 의자 1인용 4컬러, 화이트",32900,1844489303,False,17,5.0,7.0,False,,0,7.0,(W)410x(D)240x(H)450 mm,화이트,NULL,원목,NULL,NULL,NULL,모던/심플
754,1051,184634,"데코와바 플라스틱 휴대용 접이식의자 캠핑 보조의자, 화이트그린(소)",5900,1812037671,False,0,2.5,17.0,False,,0,17.0,NULL,NULL,NULL,플라스틱,NULL,NULL,NULL,NULL
755,1052,184634,"캠프밸리 밀란쇼파 발받침체어 쇼파스툴 스툴의자 간이의자 스툴, 다크그레이",28000,179113876,False,6,4.5,12.0,False,캠프밸리,"2,500",2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
756,1053,184634,"아이리스 더 쉼 리클라이너 좌식의자 PCC-700, 그레이",106500,247786960,False,0,4.5,156.0,False,아이리스,0,119.0,NULL,NULL,패브릭,NULL,팔걸이없음,NULL,좌식의자,NULL
757,1054,184634,"폴리몰리 그랜드 빈백 701K, 머스타드",299000,4581361413,False,0,4.5,68.0,False,폴리몰리,0,37.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
758,1055,184634,"아이스투키 애니멀 유아동소파, 고양이(크림핑크)",112770,132063628,True,0,5.0,44.0,False,,0,17.0,NULL,NULL,인조/천연가죽,NULL,NULL,NULL,기타,키즈/캐릭터
759,1057,184634,미코 스탠다드 내추럴,64900,2140976542,False,0,5.0,5.0,False,,0,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
760,1058,184634,"이케아 KYRRE 쉬레 스툴/자작나무/의자/벤치/간이의자/인테리어스툴/협탁, 비카_내츄럴",13500,1217841390,False,0,5.0,4.0,False,이케아,착불배송,4.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
761,1059,184634,"신발장 벤치의자 신발정리대 현관의자 실내벤치 100, 그레이",65600,1131055630,False,0,4.5,10.0,False,,0,10.0,NULL,그레이,NULL,NULL,NULL,등받이없음,NULL,로맨틱
762,1061,184634,"앉은뱅이의자 낮은의자 네일아트 바퀴달린 의자 청소의자 작업의자, 하이스툴",25600,160049060,False,0,5.0,8.0,False,,"2,500",7.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
763,1062,184634,"빈백소파 1인용 모찌 대형 빈백 풋스툴 포함, 베이지",82200,5160083651,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
764,1063,184634,"재즈 원목 2인 벤치, 엔틱",49930,4656244394,False,0,4.0,4.0,False,,0,2.0,NULL,브라운,우드,NULL,NULL,등받이없음,NULL,내추럴
765,1065,184634,"비카 원목.쿠션 스툴의자, 원목 내츄럴",12900,282967187,False,0,4.5,45.0,False,비카,0,33.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,로맨틱
766,1066,184634,"각도조절 좌식쇼파, 그레이",19100,137012224,False,19,4.0,602.0,False,,0,159.0,53 x 48 x 55 cm,그레이,NULL,패브릭,NULL,NULL,NULL,NULL
767,1067,184634,"페도라 P3 유아 이유식 식탁의자, 아이스 그레이",89270,1419297021,True,64,5.0,5.0,False,페도라,0,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
768,1068,184634,"블루밍홈 비니 화장대의자, 핑크",85300,214020654,False,0,4.5,50.0,False,블루밍홈,"4,500",27.0,NULL,핑크,기타,NULL,NULL,등받이있음,스툴/화장대의자,NULL
769,1069,184634,"베스트리빙 원목 브랜슨 벤치 A TYPE, 월넛",48940,1552140039,True,13,5.0,9.0,False,베스트리빙,0,9.0,NULL,NULL,NULL,NULL,NULL,NULL,벤치,NULL
770,1070,184634,"해외배송 북유럽 골드 벨벳 인테리어 화장대 식탁 의자, 핑크",37900,1102545091,False,0,4.0,10.0,False,,0,9.0,NULL,핑크,NULL,NULL,NULL,등받이있음,NULL,로맨틱
771,1071,184634,"에보니아 153 패브릭 2인용 벤치소파의자, 아이보리",87080,1998363612,True,9,4.0,28.0,False,에보니아,0,28.0,NULL,NULL,패브릭,NULL,NULL,NULL,소파,NULL
772,1072,184634,"일룸 [일룸]플리코 좌식의자, 2H7(그린)",69900,124202844,False,0,5.0,8.0,False,일룸,0,2.0,NULL,NULL,패브릭,NULL,팔걸이없음,NULL,NULL,모던/심플
773,1075,184634,"오에이데스크 나무 등받이 의자 2p, 월넛",23800,179229605,True,38,3.5,33.0,False,,0,8.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
774,1076,184634,"마켓비 TANG 아카시아 원목 접이식 스툴 협탁, 내추럴",48000,14380049,False,0,4.5,39.0,False,마켓비,0,1.0,NULL,브라운,NULL,원목,NULL,NULL,NULL,NULL
775,1077,184634,"스툴 나무 가정용 성인 원형의자 원의자 네모난 나무의자 네발 거실 작은의자 낮은의자, T17-네모난스툴 높이 35CM",19000,1681079292,False,0,4.5,3.0,False,,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
776,1079,184634,"보니애가구 타미 소파 보조 스툴, 타미 스툴 그레이",59000,21237166,False,40,4.5,86.0,False,보니애가구,0,9.0,770*700*440,NULL,NULL,패브릭,NULL,NULL,NULL,NULL
777,1080,184634,"블루밍홈 S파스텔 인조가죽 좌식의자, 아이보리",34150,2174715631,True,10,5.0,2.0,True,블루밍홈,,2.0,NULL,S파스텔좌식의자(인조가죽)아이보리ⓘP820186ⓟ,인조가죽,NULL,NULL,NULL,좌식의자,NULL
