,rank,category,name,price,product_id,isRocket,discount_percentage,rating,rating_total_count,is_out_of_stock,brand_name,shopping_fee,reviews_for_last1year,사이즈,색상,재질,소재,인테리어,방식,각도조절
599,698,184624,"FWT 2PC 헤드 쿠션 베개 접이식 리커너 비 중력 의자 이동식, 스폰지, 다색",13890,5559502668,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
600,699,184624,"DIPYLON 미용소파 풋치료 족욕 전동 귀채취 네일숍 소파 발 씻기 미용 마사지 침대 의자 누울 수 있다, 전동 그레이 콜라주 바닐라",447600,5585039250,False,0,,,False,,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
601,700,184624,"1인용 리클라이너 쇼파 레스타레스타 사무실 접이식 침대 1인 _163, 13 원관 스탠드+코듀로이 매트리스",94750,5069622740,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
602,701,184624,"패브릭 좌식 무중력 리클라이너소파 전우홈 공장공동 우 시리즈 29057A 코너 전동 눕방의자 기능진피소파, 오류 발생시 문의 ( 페어그린1314 ), 오류 발생시 문의 ( 페어그린1314 )",3794000,5562310915,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
603,702,184624,"1인용 리클라이너 쇼파 벤치 접이식 점심침대 캐주얼 등받이 의자 가정용 베란다 게으른, 09 굵은 사각관 (합금 잠금) 블랙 + 4",217720,5478403292,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
604,703,184624,"패브릭 좌식 무중력 리클라이너소파 1등 다목적실 홈시어터 풀세척사 발표예전동조합 스튜디오 거실 3인, 04 【2인용】전동 스트레칭, 02 10성급 좌감[천연 생태 스펀지]",4118000,5549934813,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
605,704,184624,"1인용 수동리클라이너 모듈형 스윙쇼파 전문매장 북유럽 보앙 흔들의자 소파 베란다 의자, 46 Camel",461870,4948722568,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
606,705,184624,"제조업자 발마사지 족욕을 함 발을씻다 귀파개 슈나우져미용 잠을 자다 무늬와 자수 전동 레터링네일아트 가게 모래, 전동 소파 5번",409200,5185411705,False,47,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
607,706,184624,"DIPYLON 미용소파 풋치료 족욕 전동 소파 베드 네일숍 미용 마사지 풋샤워 발목욕, 전동형 그레이 블루",447600,5585035831,False,0,,,False,,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
608,707,184624,"파란들 제라 클린 모션 리클라이너 카우치소파_테이블포함, 터키",3220500,5095760758,False,5,,,False,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
609,708,184624,"리클라이너의자 임산부 경량 다용도, #16 사각파이프 모던그레이 68cm+양면 끈시원한 석면 매트",116600,1305189546,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
610,709,184624,"리클라이너의자 스툴의자 가정용접이식 의자등받이 사무용의자/회의용의자 컴퓨터의자 좌식의자 훈련의자/의자, T04-4사이즈 전기도금 관가 두꺼운스펀지 노란색",56400,5522664316,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
611,710,184624,"1인 좌식 리클라이너 소파 쇼파 원룸꾸미기 슬립온 다다미 일식 접이식 베드 벤치 숙소 베, 04 로즈 스웨이드",795200,4677303343,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
612,711,184624,1인 좌식 리클라이너 소파 쇼파 원룸꾸미기 범거객 슬립온 다다미 접이식 침대 1인용 침실,515960,4677308658,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
613,712,184624,"1인용쇼파 홈쇼핑 홍대가구 게으른 소파 다다미 발코니 캐주얼 의자 모던 심플 1인용 소형 침실 등받이 접이식 침대 의자, 02 분홍색",255600,4557302462,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
614,713,184624,"푹신한리클라이너소파 페브릭 가죽 눕체 독신 1인 싱글 리클라이너의자 8, 주황색 빨간색 플란넬 전송 페달",397100,5369225549,False,44,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
615,714,184624,"1인용 리클라이너 쇼파 낙타 접이식 침대 1인용 침대 누워있는_326, 09 멜란지 업그레이드+가을겨울 담요[겨울",124500,5069598864,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
616,715,184624,"PKG 공간활용 접이식 편안한 와이드형 침대의자 각도조절 리클라이너, 내추럴블랙",58800,5387528154,False,9,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
617,716,184624,"1인용리클라이너 독일리클라이너 현대 디자인 단단한 나무 거실 라운지 팔 클라우드 딱딱한 모듈 1인용 기절 반달 일인 쇼파 소파 바르셀로나 수유 무중력 1인용 안락 의자 윙체어, 월넛 WD 블랙 ST",1090900,5198283273,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
618,717,184624,"1인 게이밍리클라이너 4인용 소파마사지 베드 걸상미용원 멀티미용 발포 토스 전동 족욕, 04 주황색 전동 벨트 아크릴 대야",1494450,5268916987,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
619,718,184624,"1인용 리클라이너 쇼파 정오각보 접이식침대 1인 낮잠자리 가정_161, 22 [표준방관]+면전달매트",144000,5069563596,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
620,719,184624,"리클라이너의자 접이식의자 대나무의자 접이식 브레이크타임 등나무의자 가정용 흔들의자 성인 베란다 낮잠 휴식의자 노인 야외의자, T08-마작 조각 사각파이프 사각형다리",79500,5522080048,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
621,720,184624,"리프트 의자 회전 의자 보스 앵커 라이브 패브릭 시트 품질 상품, 3",1039000,5551240784,False,8,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
622,721,184624,"작은거실꾸미기 가죽 소파 왼쪽 및 오른쪽 기능 단일 의자 현대 미니멀 가죽 예술 22, 개인, 길조 블루 M5554 전기",700300,5353756962,False,56,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
623,722,184624,"하다맘 마사지 접이식 신기 가정용 가능 꺾다 H 겹치다 비닐 플라스틱 추가, 블루 접이식",43000,5512774308,False,44,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
624,723,184624,"캠핑 좌식 의자 쇼파 리클라이너 허리의자 방석, O48-8단빅사이즈삼베공작그린",45400,5221872630,False,45,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
625,724,184624,"리클라이너의자 휴대용의자 기모바지 두께접이식 심플 휴대 플라스틱 의자 높은의자 가정용접이식 스툴 작은원형 작은의자, T10-겹쳐서보관가능 둥근의자 컬러 구매 메모",37500,5522571577,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
626,725,184624,"1인용 리클라이너 접이식 쇼파 다이닝 디자인 패브릭 베드 소파, P",207800,4926221135,False,36,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
627,726,184624,"접이식 1인용 리클라이너 카우치 등받이 푹신한 좌식 안락 의자 원룸 숙소 쇼파 소파, U",44200,5044038343,False,59,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
628,727,184624,"1인용리클라이너 소파 1인의자 소형 평형 침실 및 지급식 모래 주머니의 날 자취생 자 개, 25 플래그+카키",94700,5526025526,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
629,728,184624,"리클라이너의자 여름 접이식 레저 대나무의자 비치 등받이 실외 야외의자 노인 가정용 브레이크타임 낮잠 베란다 등나무의자, T28-두께강화(럭셔리타입)밀보리",55000,5485853672,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
630,729,184624,"리클라이너의자 접이식침대 싱글 낮잠 사무실 누울수있는의자 의자가정용 성인 심플 간편한휴대 행군침대 사계절, T14-178그레이(업그레이드 힘든 옥스포드)사은품+온",68700,5522785597,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
631,730,184624,"카푸 낚시 캠핑에 좋은 무중력의자 시리즈 접이식의자, 1개",59900,28623193,False,0,4.5,2.0,False,카푸,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
632,731,184624,"리클라이너쇼파 1인용쇼파 2인용쇼파 맞춤 제작하다 풋치료 소파 전동 족욕 벤치 풋요법, 05 커피색(수동형) 벨보아 원단",493000,5581232151,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
633,732,184624,"1인 소파 리클라이너 릴렉스 체어 흔들 무중력 의자, 다크 그린",187000,4622877209,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
634,733,184624,"리클라이너의자 h캐주얼 누울수있는의자 침대위 등받이의자 대학생 기숙사 침실 컴퓨터의자 접이식의자 휴식의자 기대기 j, T08-각관 에메랄드 코튼펄 매트",72600,1974837343,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
635,734,184624,"리클라이너의자 공장 도매 누울수있는의자 접이식 브레이크타임 대나무의자 베란다 가정용 레저 노인 낮잠 매직기기 휴대용 편리한, T17-보강한 하드락 의자(방석)",137300,5522899517,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
636,735,184624,"1인용 수동리클라이너 모듈형 스윙쇼파 전문매장 달팽이 의자 거실 북유럽 가정용 침대 간, 01 주황색 가죽[금색 받침대]",991100,4826934831,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
637,737,184624,"리클라이너의자 다용도 브레이크타임 접이식침대 싱글 가정용 사무실 심플 휴대용 낮잠 성인 간호 행군침대 누울수있는의자, T07-지존 맞춤제작타입(블랙레드 개+네이비체크 두꺼운",165500,5576573732,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
638,738,184624,"흔들의자 1인용리클라이너 발코니에서 낮잠 접고 캐주얼 의자 메쉬 슬립온 스캐너 성인용 눕, 20 비취그린+그레이면매트",341050,4680457079,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
639,739,184624,"푹신한리클라이너소파 페브릭 가죽 눕체 독신 1인 싱글 리클라이너의자 110, 두꺼운 사각 관 4 단 조절 카키 수납 봉투 포함",174700,5369175593,False,43,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
640,740,184624,"리클라이너 의자 1인용 소파베드 1인리클라이너 사무용 침대 1인용 침대 접이식 의자 사무용 간이 의자 등받이 점심 휴식 성인 침대 다공, 옵션08",111280,4527612448,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
641,741,184624,"퍼터 T전용 족욕 전동 모터 승강 원격조종 핸들스틱 침대 콘솔모니터 전기, 다섯 바늘 핸들스틱",26700,5444464725,False,37,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
642,742,184624,"로로스키니 1인용 리클라이너 의자 좁은 거실 침실 호텔 소파 패브릭 쇼파 북유럽 럭셔리 체어 모유 수유 임산부 릴렉스 안락 회전의자, 라이트그레이",178000,1625694414,False,22,2.0,2.0,False,로로스키니,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
643,743,184624,"흔들 소파 의자 1인 리클라이너 쇼파 가죽 이카보온 흔들의자 성인 낮잠자는 이의자 실목, 31 오리지널 호두 테키니사 블루",449500,5381442456,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
644,744,184624,"야근 간병인 리클라이너 침대 발코니 가정용 캐주얼 선탠 백사장의자 접이식 낮잠자리 슬립온, 03 컴포트 버전 [포장은 사계절 모두 좋아",177800,4625926249,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
645,745,184624,"네일아트 발마사지 소파 싱글 발을담그다 잠을 자다 페디큐어 갑만들다 발미세탁 발의자 족욕, 레드 핑크 수동 모델이다 직 손잡이",201400,4514542278,False,37,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
646,746,184624,"인테의자 접이식 소파 등받이 1인용 의자 발코니 레저 윈도우 의자, 08 코튼 마 소파 베이지(밴드 받침대)",274800,5574886462,False,0,,,False,,"9,800",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
647,747,184624,"소파 의자 리클라이너 1인 가죽 윙체어 쇼파 랜디 러너 침실 숙소 1인용 대학생 집서 책, 07 멜란지 그레이",188740,4647391089,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
648,749,184624,"1인용 리클라이너 쇼파 휴식의자 사무실 가정용 레저 베란다 태양의자 게으른 사람 등받이의, 17 일반 그레이",137500,5064357238,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
649,750,184624,"1인용리클라이너 소파 1인의자 자취생 다다미 침실 1인용 의자 침대 등받이 발코니로 캐주, 27 실버",69800,5526021151,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
650,751,184624,"1인 꿀잠의자 전동 리클라이너 소파 원룸꾸미기 발 마사지 침대 네일샵 발치료 i 욕실 누, 15 퍼플 수동형",1504800,4771459670,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
651,752,184624,"리클라이너의자 심플 이동 변기 좌변 임산부 화장실 접이식 변기의자 스툴의자 노인 의자, T01-무늬색상 28cm무늬색상 접이식",38100,4385015186,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
652,753,184624,"1인용 리클라이너 각도조절 탈부착 인테리어 소파 다다미 1인 소형 침실, 01 햇빛이 누렇다",398800,5297770897,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
653,754,184624,"안락한 컴퓨터 소파의자 릴렉스 수유 1인용리클라이너 허리디스크 맞춤 제작하다, 19 감색",259500,4550305005,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
654,755,184624,"1인용 리클라이너 쇼파 생활가 접이식 눕방 사무실 점심 의자 _35, 10 겨울 스타일의 중국 빨간색.",114500,5069623383,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
655,756,184624,"보스 의자 가죽 리클라이닝 의자 의자 사무실 의자 단단한 의자 4 발 컴퓨터 의자., 11",3135000,5556668080,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
656,757,184624,"리클라이너의자 여름 눕는의자 접이식 브레이크타임 등나무의자 낮잠 베란다 가정용 휴식의자 노인 간편 의자 등받이 편리한, T08-두께강화 사각파이프(자동차합금 자물쇠)블랙+붕대",83600,5522071087,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
657,758,184624,"락킹체어 아쿠아텍스 리클라이닝 메쉬 콩주머니 소파 북유럽 게으른 의자 심플 거실 눕방, 23 더티 핑크 페인팅",666600,5222107186,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
658,760,184624,"(양심을 파는 양심판촉)[CL]편안한 리클라이너 낮잠의자 접이식휴대의자 야전의자B (국내 단하나 vvipgift.net), 00블랙",42200,4317376927,False,4,,,False,,"10,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
659,761,184624,"무중력의자 1인리클라이너 앉으면 잠이솔솔~ 490S의자 풀구성 리클라이너, 490S무중력의자와 커버와 선반",51900,97945767,False,13,5.0,1.0,False,무중력의자,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
660,762,184624,"회전 의자 컴퓨터 의자 리프트 의자 회전 의자 등받이 학생 기숙사 소파 의자, 01 고정 손잡이, 01 360도 회전 라이트 그레이 + 핑크, 01 나일론 발",120400,5574970810,False,0,,,False,,"9,800",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
661,765,184624,"무중력의자® AND JANⅡ 접이식의자 리클라이너, 블랙",51900,5423617579,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
662,766,184624,"[삼익가구]크루즈 아쿠아텍스 6인용 전동 리클라이너 소파(양방향), 라이트그레이",959000,5381794864,False,54,,,False,삼익가구,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
663,767,184624,"더리드 클린드 3인 안마 리클라이너 소파, 네이비",1707160,4744359595,False,9,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
664,768,184624,"1인용 리클라이너 쇼파 접이식 눕방 발코니 가정용 레저 게으른 사람이 점심 점심 점심, 15 엔트리버(플라스틱버튼풀원관)테슬린블랙+",109750,5064307837,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
665,769,184624,"1인용리클라이너 싱글 좌식 리클라이너소파 의자 뱅이 침실 소파 방 컴퓨터 레저 숙소인, 07 블루프리미엄",206620,4550343128,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
666,770,184624,"리클라이너 1000 게으른 소파 수유 의자 간단한 방 싱글 소파 안락 의자 침실 귀여운 소녀 발코니 작은 소, 06 Old farmer 6",337200,4600914539,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
667,771,184624,웨스트 테로스전통적인 윙백 패브릭 리클라이너 의자,558400,5080270347,False,0,,,False,,"8,900",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
668,773,184624,"인리브 리클라이너 3인용 가죽소파 in.217-2, 머드",850000,32561016,False,34,4.5,3.0,False,인리브,착불배송,,NULL,NULL,NULL,NULL,모던/심플,NULL,NULL
669,774,184624,"리클라이너의자 편의접기 침대싱글 병원 간호 침대사무실 낮잠 침대휴대용 작은침대 보강한 가정용 낮잠침대 아동의자, T01-(클래식)2중패브릭-블랙네이비+트",53000,5485532893,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
670,775,184624,"프리폼 럭셔리 리클라이너의자 전용쿠션, 리클라이너 쿠션 퍼플",25900,303805579,False,0,3.0,2.0,False,프리폼,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
671,776,184624,"쇼파 안락의자 1인용 리클라이너 목코누비집 소파 미용 누운방 노인 점심시간에 잠자는 의자, 11 원목 커피",510240,4688316545,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
672,777,184624,"패브릭 좌식 무중력 리클라이너소파 스페이스 헤드 등 1인실 소파 전동식 가죽 항공 흔들의자 마사지 네일 뷰티풀 스마트 눕방, 05 수동 스트레칭[헤어 소가죽], 오류 발생시 문의 ( 페어그린1314 )",1956800,5562281686,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
673,778,184624,"전동 족욕을 함 발을씻다 페디큐어 사우나 욕실용실 스파 안락의자 발을담그다, A-2",632400,5474833854,False,27,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
674,779,184624,"더리드 클린드 1인 안마 리클라이너 소파, 초코",1044680,4744695406,False,9,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
675,780,184624,"킹스필드 베르사 4인 리클라이너소파 한쪽, 앉았을때 우형/No.14",2176320,1348420179,False,4,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
676,781,184624,"리클라이너의자 편리한 누울수있는의자 가정용 베란다 돗자리 수면의자 사무실 브레이크타임 접이식의자 노인 등받이 덩굴 야외의자, T02-덩굴 납작한 발 2번접이식 누울수있는의자",73800,4981197401,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
